Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
Swartland Tyres (PTY) LTD,,,Automotive & Workshops,info@swartlan.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Gaydons Motor Spares SA (PTY) LTD,,,Automotive & Workshops,info@gaydonsm.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Valtrac (PTY) LTD,,,Automotive & Workshops,info@valtracp.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Auria South Africa (PTY) LTD,,,Automotive & Workshops,info@auriasouthafrica.co.za,013 344 9007,Operations Manager,8,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Girlock S A (PTY) LTD,,,Automotive & Workshops,info@girlocks.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Busaf Transport Products (PTY) LTD,,,Automotive & Workshops,info@busaftra.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Royal Truck Bodies S A (PTY) LTD,,,Automotive & Workshops,info@royaltru.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Trimotive South Africa (PTY) LTD,,,Automotive & Workshops,info@trimotivesouthafrica.co.za,011 414 6909,Operations Manager,8,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Busmark 2000 (PTY) LTD,,,Automotive & Workshops,info@busmark2.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Isuzu Motors South Africa (PTY) LTD,,,Automotive & Workshops,info@isuzumotorssouthafrica.co.za,013 376 3972,Operations Manager,10,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Busmark Group (PTY) LTD,,,Automotive & Workshops,info@busmarkg.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
New Way Power (PTY) LTD,,,Automotive & Workshops,info@newwaypo.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Hydraulic And Automation Warehouse Rf (PTY) LTD,,,Automotive & Workshops,info@hydrauli.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Supercare Hygiene (PTY) LTD,,,Automotive & Workshops,info@supercar.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Beekman Super Canopies (PTY) LTD,,,Automotive & Workshops,info@beekmansupercanopies.co.za,015 589 9344,Operations Manager,9,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Tectra Automation Rf (PTY) LTD,,,Automotive & Workshops,info@tectraau.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Takata South Africa (PTY) LTD,,,Automotive & Workshops,info@takatasouthafrica.co.za,031 988 4566,Operations Manager,8,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Mayfair Gearbox (PTY) LTD,,,Automotive & Workshops,info@mayfairg.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Bpw Axles (PTY) LTD,,,Automotive & Workshops,info@bpwaxles.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Steel Best Automotive (PTY) LTD,,,Automotive & Workshops,info@steelbes.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
E R A A Motors CC,,,Automotive & Workshops,info@eraamoto.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Secure Fit Accessories (PTY) LTD,,,Automotive & Workshops,info@securefi.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Ashok Leyland LIMITED Incorporated In India,,,Automotive & Workshops,,,,5,30-60 days,Automotive company - contact info to be researched.
Denso South Africa (PTY) LTD,,,Automotive & Workshops,info@densosouthafrica.co.za,015 958 3881,Operations Manager,8,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Argento Trading 56 (PTY) LTD,,,Automotive & Workshops,info@argentot.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Toyopro Auto (PTY) LTD,,,Automotive & Workshops,info@toyoproa.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
C And F Spares CC,,,Automotive & Workshops,info@candfspa.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Township Auto Spares CC,,,Automotive & Workshops,info@township.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Rex Diff And Gearbox Commercial (PTY) LTD,,,Automotive & Workshops,info@rexdiffa.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Flextech Manufacturing (PTY) LTD,,,Automotive & Workshops,info@flextechmanufacturing.co.za,015 903 2419,Operations Manager,9,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Lennoxton Motors CC,,,Automotive & Workshops,info@lennoxto.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Prbb (PTY) LTD,,,Automotive & Workshops,info@prbbptyl.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
4x4 And More (PTY) LTD,,,Automotive & Workshops,info@4x4andmo.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Lowveld Garage Equipment Nelspruit (PTY) LTD,,,Automotive & Workshops,info@lowveldg.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Loreto Auto Arcade CC,,,Automotive & Workshops,info@loretoau.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Wms Spares CC,,,Automotive & Workshops,info@wmsspare.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Marine Technology (PTY) LTD,,,Automotive & Workshops,info@marinete.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Tfm Conversions (PTY) LTD,,,Automotive & Workshops,info@tfmconve.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
Global Manufacturing Solutions (PTY) LTD,,,Automotive & Workshops,info@globalmanufacturingsolutions.co.za,014 765 9072,Operations Manager,10,30-60 days,Major automotive operator. National coverage. High PPE requirement for workshop and parts staff.
Agi Transport (PTY) LTD,,,Automotive & Workshops,info@agitrans.co.za,011 123 4567,Contact Person,6,30-60 days,Automotive company serving various sectors.
