Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
Fletcher Construction,Port Elizabeth,https://www.fletcherconstruction.co.za,Construction,mark@fletcherconstruction.co.za,084 891 1144,,9,30-60 days,RATING: 4.7/5. REVIEWS: 18 reviews. PHONE: 084 891 1144. EMAIL: mark@fletcherconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Laatz Electrical,Durban,https://www.laatzelectrical.co.za,Construction,grant@laatzelectrical.co.za,082 450 0435,,9,30-60 days,RATING: 4.5/5. REVIEWS: 11 reviews. PHONE: 082 450 0435. EMAIL: grant@laatzelectrical.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Zeday Construction Projects,Pietermaritzburg,https://www.zeday.co.za,Construction,admin@zeday.co.za,033 342 9702,,7,30-60 days,RATING: 4.5/5. REVIEWS: 9 reviews. PHONE: 033 342 9702. EMAIL: admin@zeday.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Arris Projects,Alberton,https://www.arrisprojects.co.za,Construction,towes@arrisprojects.co.za,082 551 3285,,6,30-60 days,RATING: 4.2/5. REVIEWS: 3 reviews. PHONE: 082 551 3285. EMAIL: towes@arrisprojects.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
NORVO Construction,Durban,https://www.norvo.co.za,Construction,info@norvo.co.za,273 156 40888,,9,30-60 days,RATING: 4.7/5. REVIEWS: 12 reviews. PHONE: 273 156 40888. EMAIL: info@norvo.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
VENKCON,Durban,https://www.venkcon.co.za,Construction,info@venkcon.co.za,,,7,30-60 days,RATING: 4.7/5. REVIEWS: 7 reviews. EMAIL: info@venkcon.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Aquafix Plumbing Services,Durban,https://www.aquafix.co.za,Construction,andrew@aquafix.co.za,072 641 3447,,7,30-60 days,RATING: 4.3/5. REVIEWS: 9 reviews. PHONE: 072 641 3447. EMAIL: andrew@aquafix.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Muhle Building,Durban,https://www.muhlebuilding.co.za,Construction,marc@muhlebuilding.co.za,072 072 6164,,7,30-60 days,RATING: 4.5/5. REVIEWS: 5 reviews. PHONE: 072 072 6164. EMAIL: marc@muhlebuilding.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
CAPE ISLAND CONSTRUCTION,Knysna,https://www.ciconstruction.co.za,Construction,info@ciconstruction.co.za,044 382 1330,,7,30-60 days,RATING: 4.7/5. REVIEWS: 9 reviews. PHONE: 044 382 1330. EMAIL: info@ciconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
ENZA Construction,Sandton,https://www.enzacon.co.za,Construction,info@enzacon.co.za,011 803 7000,,7,30-60 days,RATING: 4.8/5. REVIEWS: 5 reviews. PHONE: 011 803 7000. EMAIL: info@enzacon.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
BRC Electrical,Durban,https://www.brcelectrical.co.za,Construction,info@brcelectrical.co.za,031 944 0830,,9,30-60 days,RATING: 5.0/5. REVIEWS: 18 reviews. PHONE: 031 944 0830. EMAIL: info@brcelectrical.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Amandla Construction,Cape Town,https://www.amandlaconstruction.co.za,Construction,info@amandlaconstruction.co.za,021 981 7070,,9,30-60 days,RATING: 5.0/5. REVIEWS: 18 reviews. PHONE: 021 981 7070. EMAIL: info@amandlaconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Trivolt Solutions,Johannesburg,https://www.trivolt.co.za,Construction,info@trivolt.co.za,074 601 3090,,9,30-60 days,RATING: 5.0/5. REVIEWS: 10 reviews. PHONE: 074 601 3090. EMAIL: info@trivolt.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Pentacon Civils (PTY) Ltd,Centurion,https://www.pentacon.co.za,Construction,info@pentacon.co.za,012 660 0802,,9,30-60 days,RATING: 4.7/5. REVIEWS: 18 reviews. PHONE: 012 660 0802. EMAIL: info@pentacon.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Indlovu Construction,Ballito,https://www.indlovuconstruction.co.za,Construction,admin@indlovuconstruction.co.za,031 002 7111,,9,30-60 days,RATING: 4.7/5. REVIEWS: 15 reviews. PHONE: 031 002 7111. EMAIL: admin@indlovuconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Double D&G Building Contractors,Rustenburg,https://www.ddandg.co.za,Construction,info@ddandg.co.za,014 537 8932,,7,30-60 days,RATING: 4.7/5. REVIEWS: 5 reviews. PHONE: 014 537 8932. EMAIL: info@ddandg.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Hillary Construction,Polokwane,,Construction,,,,6,30-60 days,RATING: 4.7/5. REVIEWS:  reviews. EMAIL: . SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Building Contractors Pretoria,"Pretoria, Gauteng",https://www.buildingcontractorspretoria.co.za,Construction,info@buildingcontractorspretoria.co.za,,,7,30-60 days,"SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Pretoria, Gauteng. "
Mamonyane Construction CC,Gauteng Province,https://www.mamonyaneconstructioncc.co.za,Construction,info@mamonyaneconstructioncc.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
AFRICONSTRUCT (PTY) LTD & PROJECTS,Gauteng Province,https://www.africonstructptyltdprojects.co.za,Construction,info@africonstructptyltdprojects.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
MLC Building Electrical and Land Construction,Gauteng Province,https://www.mlcbuildingelectricalandlandconstruction.co.za,Construction,info@mlcbuildingelectricalandlandconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Electrical/Plumbing Services. REGION: Gauteng Province. 
Gauteng steel structures,Gauteng Province,https://www.gautengsteelstructures.co.za,Construction,info@gautengsteelstructures.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Steel/Metal Structures. REGION: Gauteng Province. 
Mdsa Project Management Pty Ltd,Gauteng Province,https://www.mdsaprojectmanagementptyltd.co.za,Construction,info@mdsaprojectmanagementptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
CPRO VINO Construction Professional Pty Ltd,Gauteng Province,https://www.cprovinoconstructionprofessionalptyltd.co.za,Construction,info@cprovinoconstructionprofessionalptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Gauteng Carports and Steel Construction,Gauteng Province,https://www.gautengcarportsandsteelconstruction.co.za,Construction,info@gautengcarportsandsteelconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Steel/Metal Structures. REGION: Gauteng Province. 
Radon Projects,Gauteng Province,https://www.radonprojects.co.za,Construction,info@radonprojects.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
Mushore Civils and Projects,Gauteng Province,https://www.mushorecivilsandprojects.co.za,Construction,info@mushorecivilsandprojects.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Civil Engineering. REGION: Gauteng Province. 
D. IRONS Construction (PTY) LTD,Gauteng Province,https://www.dironsconstructionptyltd.co.za,Construction,info@dironsconstructionptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Vharanani Properties,Gauteng Province,https://www.vharananiproperties.co.za,Construction,info@vharananiproperties.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
SELECT Construction,Gauteng Province,https://www.selectconstruction.co.za,Construction,info@selectconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Imperial Steel Construction,Gauteng Province,https://www.imperialsteelconstruction.co.za,Construction,info@imperialsteelconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Steel/Metal Structures. REGION: Gauteng Province. 
RAMADWA Building Construction,Gauteng Province,https://www.ramadwabuildingconstruction.co.za,Construction,info@ramadwabuildingconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Empyreal Construction,Gauteng Province,https://www.empyrealconstruction.co.za,Construction,info@empyrealconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
RMD construction cc & RMD Electricians,Gauteng Province,https://www.rmdconstructionccrmdelectricians.co.za,Construction,info@rmdconstructionccrmdelectricians.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Cretecon construction,Gauteng Province,https://www.creteconconstruction.co.za,Construction,info@creteconconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Out of Africa Construction,Gauteng Province,https://www.outofafricaconstruction.co.za,Construction,info@outofafricaconstruction.co.za,,,8,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Kazan Construction,Gauteng Province,https://www.kazanconstruction.co.za,Construction,info@kazanconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Mabra Construction (Pty) Ltd,Gauteng Province,https://www.mabraconstructionptyltd.co.za,Construction,info@mabraconstructionptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Bladiam Construction,Gauteng Province,https://www.bladiamconstruction.co.za,Construction,info@bladiamconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
GAST,Gauteng Province,https://www.gast.co.za,Construction,info@gast.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
DWH Construction,Gauteng Province,https://www.dwhconstruction.co.za,Construction,info@dwhconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Prosper Construction And Civil Engineering(PTY) LTD,Gauteng Province,https://www.prosperconstructionandcivilengineeringptyltd.co.za,Construction,info@prosperconstructionandcivilengineeringptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Civil Engineering. REGION: Gauteng Province. 
VUKA AFRICA consulting engineers And project Managers,Gauteng Province,https://www.vukaafricaconsultingengineersandprojectmanagers.co.za,Construction,info@vukaafricaconsultingengineersandprojectmanagers.co.za,,,8,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
Artbuild Construction,Gauteng Province,https://www.artbuildconstruction.co.za,Construction,info@artbuildconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Neldon Construction,Gauteng Province,https://www.neldonconstruction.co.za,Construction,info@neldonconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Makali,Gauteng Province,https://www.makali.co.za,Construction,info@makali.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
All Africa Housing (Pty) Ltd,Gauteng Province,https://www.allafricahousingptyltd.co.za,Construction,info@allafricahousingptyltd.co.za,,,8,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
CSM Construction,Gauteng Province,https://www.csmconstruction.co.za,Construction,info@csmconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
H&W Builders,Gauteng Province,https://www.hwbuilders.co.za,Construction,info@hwbuilders.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
kiPP Consulting Engineers,Gauteng Province,https://www.kippconsultingengineers.co.za,Construction,info@kippconsultingengineers.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Kaoko Construction (Pty) Ltd,Gauteng Province,https://www.kaokoconstructionptyltd.co.za,Construction,info@kaokoconstructionptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Valcer Construction,Gauteng Province,https://www.valcerconstruction.co.za,Construction,info@valcerconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
HL Kroon Property Development(Pty) Ltd,Gauteng Province,https://www.hlkroonpropertydevelopmentptyltd.co.za,Construction,info@hlkroonpropertydevelopmentptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
ACALBA (PTY) LTD,Gauteng Province,https://www.acalbaptyltd.co.za,Construction,info@acalbaptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
PWA Van Der Merwe Plumbers And Building Contractors,Gauteng Province,https://www.pwavandermerweplumbersandbuildingcontractors.co.za,Construction,info@pwavandermerweplumbersandbuildingcontractors.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Kushonga Holding,Gauteng Province,https://www.kushongaholding.co.za,Construction,info@kushongaholding.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
MEGASTEM Holdings (PTY) LTD,Gauteng Province,https://www.megastemholdingsptyltd.co.za,Construction,info@megastemholdingsptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Fikile Construction Pty(Ltd),Gauteng Province,https://www.fikileconstructionptyltd.co.za,Construction,info@fikileconstructionptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Fountain Civil Engineering Johannesburg,"Johannesburg, Gauteng",https://www.fountaincivilengineeringjohannesburg.co.za,Construction,info@fountaincivilengineeringjohannesburg.co.za,,,7,30-60 days,"SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Civil Engineering. REGION: Johannesburg, Gauteng. "
Jewel Building Projects,Gauteng Province,https://www.jewelbuildingprojects.co.za,Construction,info@jewelbuildingprojects.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
Hans Brink & Associates CC,Gauteng Province,https://www.hansbrinkassociatescc.co.za,Construction,info@hansbrinkassociatescc.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Smac Civils,Gauteng Province,https://www.smaccivils.co.za,Construction,info@smaccivils.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Civil Engineering. REGION: Gauteng Province. 
Asphalt Pretoria,"Pretoria, Gauteng",https://www.asphaltpretoria.co.za,Construction,info@asphaltpretoria.co.za,,,6,30-60 days,"SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Pretoria, Gauteng. "
Zookie Construction & Projects,Gauteng Province,https://www.zookieconstructionprojects.co.za,Construction,info@zookieconstructionprojects.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
SA Tar Surfaces,Gauteng Province,https://www.satarsurfaces.co.za,Construction,info@satarsurfaces.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
CM Civils,Gauteng Province,https://www.cmcivils.co.za,Construction,info@cmcivils.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Civil Engineering. REGION: Gauteng Province. 
Zed One Construction and Mining,Gauteng Province,https://www.zedoneconstructionandmining.co.za,Construction,info@zedoneconstructionandmining.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
CPM Projects CC,Gauteng Province,https://www.cpmprojectscc.co.za,Construction,info@cpmprojectscc.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
Supra Construction,Gauteng Province,https://www.supraconstruction.co.za,Construction,info@supraconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Mokhine Group (Pty) Ltd,Gauteng Province,https://www.mokhinegroupptyltd.co.za,Construction,info@mokhinegroupptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Rabotapi Construction,Gauteng Province,https://www.rabotapiconstruction.co.za,Construction,info@rabotapiconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
"SGC ,Drywall & Ceiling",Gauteng Province,https://www.sgcdrywallceiling.co.za,Construction,info@sgcdrywallceiling.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Mucrich Steels Construction,Gauteng Province,https://www.mucrichsteelsconstruction.co.za,Construction,info@mucrichsteelsconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Steel/Metal Structures. REGION: Gauteng Province. 
Cadcon Steel Construction & Engineering,Gauteng Province,https://www.cadconsteelconstructionengineering.co.za,Construction,info@cadconsteelconstructionengineering.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Civil Engineering. REGION: Gauteng Province. 
Sandstone Project,Gauteng Province,https://www.sandstoneproject.co.za,Construction,info@sandstoneproject.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
Tony’s Plasterers & Tiling Contractors,Gauteng Province,https://www.tonysplastererstilingcontractors.co.za,Construction,info@tonysplastererstilingcontractors.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
BMH AFRICA,Gauteng Province,https://www.bmhafrica.co.za,Construction,info@bmhafrica.co.za,,,8,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
MATROLAB,Gauteng Province,https://www.matrolab.co.za,Construction,info@matrolab.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
JC van der Linde & Venter Projects,Gauteng Province,https://www.jcvanderlindeventerprojects.co.za,Construction,info@jcvanderlindeventerprojects.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. SPECIALTY: Project Management. REGION: Gauteng Province. 
Kwikbuild Cement,Gauteng Province,https://www.kwikbuildcement.co.za,Construction,info@kwikbuildcement.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Worldcom,Gauteng Province,https://www.worldcom.co.za,Construction,info@worldcom.co.za,,,6,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Blue Bridge Construction,Gauteng Province,https://www.bluebridgeconstruction.co.za,Construction,info@bluebridgeconstruction.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Legrand cc,Gauteng Province,https://www.legrandcc.co.za,Construction,info@legrandcc.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
Power Construction (Pty) Ltd,Gauteng Province,https://www.powerconstructionptyltd.co.za,Construction,info@powerconstructionptyltd.co.za,,,7,30-60 days,SOURCE: Gauteng Province Construction List. INDUSTRY: Construction. REGION: Gauteng Province. 
