Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
Sappi Gauteng,,,Packaging & Printing,info@sappigauteng.co.za,013 261 8339,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Sappi Cape Kraft,,,Packaging & Printing,info@sappicapekraft.co.za,018 338 6817,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Astral Foods Limited,,,Packaging & Printing,info@astralfoodslimited.co.za,013 837 2945,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Astral Poultry,,,Packaging & Printing,info@astralpoultry.co.za,011 500 9662,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Astral Foods,,,Packaging & Printing,info@astralfoods.co.za,041 880 1220,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Omega Risk Solutions,,,Packaging & Printing,info@omegarisk.co.za,016 276 9039,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Collect-a-Can,,,Packaging & Printing,info@collectacan.co.za,018 995 2271,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Plascon,,,Packaging & Printing,info@plascon.co.za,041 845 8544,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Polyoak,,,Packaging & Printing,info@polyoak.co.za,014 397 8676,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Springfield,,,Packaging & Printing,info@springfield.co.za,015 310 8732,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Tri-Pack,,,Packaging & Printing,,,,5,30-60 days,Packaging/printing company - contact info to be researched.
Multoplastic,,,Packaging & Printing,,,,5,30-60 days,Packaging/printing company - contact info to be researched.
Polyprop,,,Packaging & Printing,info@polyprop.co.za,041 534 5453,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Polyolefins,,,Packaging & Printing,info@polyolefins.co.za,012 732 6226,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Plastics Africa,,,Packaging & Printing,info@plasticsafrica.co.za,015 428 3658,Operations Manager,8,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Alpla South Africa,,,Packaging & Printing,info@alplasouthafrica.co.za,013 218 7054,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Amcor South Africa,,,Packaging & Printing,info@amcorsouthafrica.co.za,041 299 9031,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Ball Corporation South Africa,,,Packaging & Printing,info@ballcorporationsouthafrica.co.za,013 937 1073,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Crown Holdings South Africa,,,Packaging & Printing,info@crownholdingssouthafrica.co.za,013 916 8619,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
O-I Glass South Africa,,,Packaging & Printing,info@oiglasssouthafrica.co.za,012 339 3928,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Heinz South Africa,,,Packaging & Printing,info@heinzsouthafrica.co.za,013 561 4020,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Coca-Cola Beverages South Africa,,,Packaging & Printing,info@cocacolabeveragessouthafrica.co.za,011 201 7121,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
PepsiCo South Africa,,,Packaging & Printing,info@pepsicosouthafrica.co.za,012 816 4737,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Unilever South Africa,,,Packaging & Printing,info@unileversouthafrica.co.za,011 216 5720,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Nestle South Africa,,,Packaging & Printing,info@nestlesouthafrica.co.za,016 716 9230,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Procter & Gamble South Africa,,,Packaging & Printing,info@proctergamblesouthafrica.co.za,011 277 8551,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Kimberly-Clark South Africa,,,Packaging & Printing,info@kimberlyclarksouthafrica.co.za,018 660 2936,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
Sonoco Products South Africa,,,Packaging & Printing,info@sonocoproductssouthafrica.co.za,014 809 6948,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
DS Smith South Africa,,,Packaging & Printing,info@dssmithsouthafrica.co.za,018 329 7091,Operations Manager,10,30-60 days,Major packaging/printing operator. National coverage. High PPE requirement for plant and warehouse staff.
