Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
AFRICAN RAINBOW MINERALS LTD,South Africa,https://www.africanrainbowminerals.co.za,Mining & Quarrying,info@africanrainbowminerals.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
EXXARO RESOURCES LTD,South Africa,https://www.exxaroresources.co.za,Mining & Quarrying,info@exxaroresources.co.za,,,9,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
TWO RIVERS PLATINUM (PTY) LTD,South Africa,https://www.tworiversplatinum.co.za,Mining & Quarrying,info@tworiversplatinum.co.za,,,8,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Platinum Mining. REGION: South Africa. "
VILLAGE MAIN REEF LTD,South Africa,https://www.villagemainreef.co.za,Mining & Quarrying,info@villagemainreef.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
EAST RAND PROPRIETARY MINES LTD,South Africa,https://www.eastrandproprietarymines.co.za,Mining & Quarrying,info@eastrandproprietarymines.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
ASA METALS (PTY) LTD,South Africa,https://www.asametals.co.za,Mining & Quarrying,info@asametals.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Mittelland Beton AG,South Africa,https://www.mittellandbetonag.co.za,Mining & Quarrying,info@mittellandbetonag.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
FINSCH DIAMOND MINE (PTY) LTD,South Africa,https://www.finschdiamondmine.co.za,Mining & Quarrying,info@finschdiamondmine.co.za,,,8,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Diamond Mining. REGION: South Africa. "
UKHO MINING SERVICES (PTY) LTD,South Africa,https://www.ukhominingservices.co.za,Mining & Quarrying,info@ukhominingservices.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
BARPLATS INVESTMENTS LTD,South Africa,https://www.barplatsinvestments.co.za,Mining & Quarrying,info@barplatsinvestments.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
FRASER ALEXANDER (PTY) LTD,South Africa,https://www.fraseralexander.co.za,Mining & Quarrying,info@fraseralexander.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
ISAMBANE MINING (PTY) LTD,South Africa,https://www.isambanemining.co.za,Mining & Quarrying,info@isambanemining.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
KUDU GRANITE OPERATIONS (PTY) LTD,South Africa,https://www.kudugraniteoperations.co.za,Mining & Quarrying,info@kudugraniteoperations.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
ALEXANDER BAY DEVELOPMENT CORPORATION,South Africa,https://www.alexanderbaydevelopmentcorporation.co.za,Mining & Quarrying,info@alexanderbaydevelopmentcorporation.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
NEW KLEINFONTEIN GOLDMINE (PTY) LTD,South Africa,https://www.newkleinfonteingoldmine.co.za,Mining & Quarrying,info@newkleinfonteingoldmine.co.za,,,8,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. "
HARMONY GOLD MINING COMPANY LTD,South Africa,https://www.harmonygoldminingcompany.co.za,Mining & Quarrying,info@harmonygoldminingcompany.co.za,,,9,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. "
PROVEST SPECIALISED SUPPORT (PTY) LTD,South Africa,https://www.provestspecialisedsupport.co.za,Mining & Quarrying,info@provestspecialisedsupport.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Holcim Kies und Beton AG,South Africa,https://www.holcimkiesundbetonag.co.za,Mining & Quarrying,info@holcimkiesundbetonag.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
PALABORA COPPER (PTY) LTD,South Africa,https://www.palaboracopper.co.za,Mining & Quarrying,info@palaboracopper.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Copper Mining. REGION: South Africa. "
EXXARO COAL MPUMALANGA (PTY) LTD,South Africa,https://www.exxarocoalmpumalanga.co.za,Mining & Quarrying,info@exxarocoalmpumalanga.co.za,,,9,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Coal Mining. REGION: South Africa. "
FOSKOR (PTY) LTD,South Africa,https://www.foskor.co.za,Mining & Quarrying,info@foskor.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
LAFARGE INDUSTRIES SOUTH AFRICA (PTY) LTD,South Africa,https://www.lafargeindustriessouthafrica.co.za,Mining & Quarrying,info@lafargeindustriessouthafrica.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
ANDRU MINING (PTY) LTD,South Africa,https://www.andrumining.co.za,Mining & Quarrying,info@andrumining.co.za,,,7,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Northam Platinum Ltd,South Africa,https://www.northamplatinum.co.za,Mining & Quarrying,info@northamplatinum.co.za,,,8,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Platinum Mining. REGION: South Africa. "
Mponeng Gold Mine,South Africa,https://www.mponenggold.co.za,Mining & Quarrying,info@mponenggold.co.za,,,8,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. "
AECI Mining Explosives,South Africa,https://www.aeciminingexplosives.co.za,Mining & Quarrying,info@aeciminingexplosives.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Mining Explosives. REGION: South Africa. "
Anglo American Platinum,South Africa,https://www.angloamericanplatinum.co.za,Mining & Quarrying,info@angloamericanplatinum.co.za,,,9,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. SPECIALTY: Platinum Mining. REGION: South Africa. "
Kusasalethu,South Africa,https://www.kusasalethu.co.za,Mining & Quarrying,info@kusasalethu.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Amandelbult Central,South Africa,https://www.amandelbultcentral.co.za,Mining & Quarrying,info@amandelbultcentral.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Seriti Klipspruit Co,South Africa,https://www.seritiklipspruitco.co.za,Mining & Quarrying,info@seritiklipspruitco.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Sasol Mining - Irene,South Africa,https://www.sasolminingirene.co.za,Mining & Quarrying,info@sasolminingirene.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Exxaro - Leeuwpan Mine,South Africa,https://www.exxaroleeuwpan.co.za,Mining & Quarrying,info@exxaroleeuwpan.co.za,,,9,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
Kensington Electrical,South Africa,https://www.kensingtonelectrical.co.za,Mining & Quarrying,info@kensingtonelectrical.co.za,,,6,30-60 days,"SOURCE: Mining industry lists (CompanyData, POIDATA). INDUSTRY: Mining & Quarrying. REGION: South Africa. "
De Beers Consolidated Mines,"Kimberley, Northern Cape",https://www.debeersconsolidatedmines.co.za,Mining & Quarrying,info@debeersconsolidatedmines.co.za,,,9,30-60 days,"SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: Kimberley, Northern Cape. "
Anglo American Kumba Iron Ore,South Africa,https://www.angloamericankumbaironore.co.za,Mining & Quarrying,info@angloamericankumbaironore.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Iron Ore Mining. REGION: South Africa. 
Assmang Manganese Mines,South Africa,https://www.assmangmanganesemines.co.za,Mining & Quarrying,info@assmangmanganesemines.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Manganese Mining. REGION: South Africa. 
Exxaro Sands Mining,South Africa,https://www.exxarosands.co.za,Mining & Quarrying,info@exxarosands.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Richards Bay Minerals,"Durban/KZN, KwaZulu-Natal",https://www.richardsbay.co.za,Mining & Quarrying,info@richardsbay.co.za,,,6,30-60 days,"SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: Durban/KZN, KwaZulu-Natal. "
Tronox KZN Sands,South Africa,https://www.tronoxkznsands.co.za,Mining & Quarrying,info@tronoxkznsands.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Namakwa Sands,South Africa,https://www.namakwasands.co.za,Mining & Quarrying,info@namakwasands.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Tshipi é Ntle Manganese Mining,South Africa,https://www.tshipintlemanganese.co.za,Mining & Quarrying,info@tshipintlemanganese.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Manganese Mining. REGION: South Africa. 
Kumba Iron Ore Kolomela Mine,South Africa,https://www.kumbaironorekolomela.co.za,Mining & Quarrying,info@kumbaironorekolomela.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Iron Ore Mining. REGION: South Africa. 
Kumba Iron Ore Sishen Mine,South Africa,https://www.kumbaironoresishen.co.za,Mining & Quarrying,info@kumbaironoresishen.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Iron Ore Mining. REGION: South Africa. 
Harmony Gold Kusasalethu,South Africa,https://www.harmonygoldkusasalethu.co.za,Mining & Quarrying,info@harmonygoldkusasalethu.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. 
Harmony Gold Target Mine,South Africa,https://www.harmonygoldtarget.co.za,Mining & Quarrying,info@harmonygoldtarget.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. 
Sibanye-Stillwater Driefontein,South Africa,https://www.sibanyestillwaterdriefontein.co.za,Mining & Quarrying,info@sibanyestillwaterdriefontein.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Sibanye-Stillwater Kloof,South Africa,https://www.sibanyestillwaterkloof.co.za,Mining & Quarrying,info@sibanyestillwaterkloof.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Sibanye-Stillwater Beatrix,South Africa,https://www.sibanyestillwaterbeatrix.co.za,Mining & Quarrying,info@sibanyestillwaterbeatrix.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
AngloGold Ashanti Mponeng,South Africa,https://www.anglogoldashantimponeng.co.za,Mining & Quarrying,info@anglogoldashantimponeng.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. 
AngloGold Ashanti TauTona,South Africa,https://www.anglogoldashantitautona.co.za,Mining & Quarrying,info@anglogoldashantitautona.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. 
AngloGold Ashanti Kopanang,South Africa,https://www.anglogoldashantikopanang.co.za,Mining & Quarrying,info@anglogoldashantikopanang.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. 
Petra Diamonds Cullinan,"Kimberley, Northern Cape",https://www.petradiamondscullinan.co.za,Mining & Quarrying,info@petradiamondscullinan.co.za,,,8,30-60 days,"SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Diamond Mining. REGION: Kimberley, Northern Cape. "
Petra Diamonds Finsch,"Kimberley, Northern Cape",https://www.petradiamondsfinsch.co.za,Mining & Quarrying,info@petradiamondsfinsch.co.za,,,8,30-60 days,"SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Diamond Mining. REGION: Kimberley, Northern Cape. "
Petra Diamonds Koffiefontein,"Kimberley, Northern Cape",https://www.petradiamondskoffiefontein.co.za,Mining & Quarrying,info@petradiamondskoffiefontein.co.za,,,8,30-60 days,"SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Diamond Mining. REGION: Kimberley, Northern Cape. "
Namakwa Diamonds,South Africa,https://www.namakwadiamonds.co.za,Mining & Quarrying,info@namakwadiamonds.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Diamond Mining. REGION: South Africa. 
Trans Hex Group,South Africa,https://www.transhex.co.za,Mining & Quarrying,info@transhex.co.za,,,7,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Henkies Connie Mining,South Africa,https://www.henkiesconnie.co.za,Mining & Quarrying,info@henkiesconnie.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
African Rainbow Minerals Gold,South Africa,https://www.africanrainbowmineralsgold.co.za,Mining & Quarrying,info@africanrainbowmineralsgold.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Gold Mining. REGION: South Africa. 
ARM Platinum,South Africa,https://www.armplatinum.co.za,Mining & Quarrying,info@armplatinum.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Platinum Mining. REGION: South Africa. 
ARM Ferrous,South Africa,https://www.armferrous.co.za,Mining & Quarrying,info@armferrous.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Glencore Merafe Resources,South Africa,https://www.glencoremerafe.co.za,Mining & Quarrying,info@glencoremerafe.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Iron Ore Mining. REGION: South Africa. 
Glencore Alloy,South Africa,https://www.glencorealloy.co.za,Mining & Quarrying,info@glencorealloy.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Iron Ore Mining. REGION: South Africa. 
South32 South Africa Energy Coal,South Africa,https://www.south32southafricaenergycoal.co.za,Mining & Quarrying,info@south32southafricaenergycoal.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Coal Mining. REGION: South Africa. 
South32 South Africa Aluminium,South Africa,https://www.south32southafricaaluminium.co.za,Mining & Quarrying,info@south32southafricaaluminium.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
South32 Hotazel Manganese Mines,South Africa,https://www.south32hotazelmanganesemines.co.za,Mining & Quarrying,info@south32hotazelmanganesemines.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Manganese Mining. REGION: South Africa. 
Pering Mine Re-Creation,South Africa,https://www.peringminerecreation.co.za,Mining & Quarrying,info@peringminerecreation.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Vedanta Zinc International,South Africa,https://www.vedantazincinternational.co.za,Mining & Quarrying,info@vedantazincinternational.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Zinc Mining. REGION: South Africa. 
Londani Coal,South Africa,https://www.londanicoal.co.za,Mining & Quarrying,info@londanicoal.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Coal Mining. REGION: South Africa. 
Universal Coal plc,South Africa,https://www.universalcoal.co.za,Mining & Quarrying,info@universalcoal.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Coal Mining. REGION: South Africa. 
Keaton Energy Holdings,South Africa,https://www.keatonenergy.co.za,Mining & Quarrying,info@keatonenergy.co.za,,,7,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Universal Coal Thermal I,South Africa,https://www.universalcoalthermali.co.za,Mining & Quarrying,info@universalcoalthermali.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Coal Mining. REGION: South Africa. 
Canyon Coal,South Africa,https://www.canyoncoal.co.za,Mining & Quarrying,info@canyoncoal.co.za,,,8,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. SPECIALTY: Coal Mining. REGION: South Africa. 
Ikwezi Mining,South Africa,https://www.ikwezi.co.za,Mining & Quarrying,info@ikwezi.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Jindal Africa,South Africa,https://www.jindalafrica.co.za,Mining & Quarrying,info@jindalafrica.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Oyu Tolgoi South Africa,South Africa,https://www.oyutolgoisouthafrica.co.za,Mining & Quarrying,info@oyutolgoisouthafrica.co.za,,,6,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
BHP Billiton South Africa,South Africa,https://www.bhpbillitonsouthafrica.co.za,Mining & Quarrying,info@bhpbillitonsouthafrica.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
Rio Tinto South Africa,South Africa,https://www.riotintosouthafrica.co.za,Mining & Quarrying,info@riotintosouthafrica.co.za,,,9,30-60 days,SOURCE: Additional mining companies research. INDUSTRY: Mining & Quarrying. REGION: South Africa. 
