Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
Fletcher Construction,Port Elizabeth,https://www.fletcherconstruction.co.za,Construction,mark@fletcherconstruction.co.za,084 891 1144,,9,30-60 days,RATING: 4.7/5. REVIEWS: 18 reviews. PHONE: 084 891 1144. EMAIL: mark@fletcherconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Laatz Electrical,Durban,https://www.laatzelectrical.co.za,Construction,grant@laatzelectrical.co.za,082 450 0435,,9,30-60 days,RATING: 4.5/5. REVIEWS: 11 reviews. PHONE: 082 450 0435. EMAIL: grant@laatzelectrical.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Zeday Construction Projects,Pietermaritzburg,https://www.zeday.co.za,Construction,admin@zeday.co.za,033 342 9702,,7,30-60 days,RATING: 4.5/5. REVIEWS: 9 reviews. PHONE: 033 342 9702. EMAIL: admin@zeday.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Arris Projects,Alberton,https://www.arrisprojects.co.za,Construction,towes@arrisprojects.co.za,082 551 3285,,6,30-60 days,RATING: 4.2/5. REVIEWS: 3 reviews. PHONE: 082 551 3285. EMAIL: towes@arrisprojects.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
NORVO Construction,Durban,https://www.norvo.co.za,Construction,info@norvo.co.za,273 156 40888,,9,30-60 days,RATING: 4.7/5. REVIEWS: 12 reviews. PHONE: 273 156 40888. EMAIL: info@norvo.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
VENKCON,Durban,https://www.venkcon.co.za,Construction,info@venkcon.co.za,,,7,30-60 days,RATING: 4.7/5. REVIEWS: 7 reviews. EMAIL: info@venkcon.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Aquafix Plumbing Services,Durban,https://www.aquafix.co.za,Construction,andrew@aquafix.co.za,072 641 3447,,7,30-60 days,RATING: 4.3/5. REVIEWS: 9 reviews. PHONE: 072 641 3447. EMAIL: andrew@aquafix.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Muhle Building,Durban,https://www.muhlebuilding.co.za,Construction,marc@muhlebuilding.co.za,072 072 6164,,7,30-60 days,RATING: 4.5/5. REVIEWS: 5 reviews. PHONE: 072 072 6164. EMAIL: marc@muhlebuilding.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
CAPE ISLAND CONSTRUCTION,Knysna,https://www.ciconstruction.co.za,Construction,info@ciconstruction.co.za,044 382 1330,,7,30-60 days,RATING: 4.7/5. REVIEWS: 9 reviews. PHONE: 044 382 1330. EMAIL: info@ciconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
ENZA Construction,Sandton,https://www.enzacon.co.za,Construction,info@enzacon.co.za,011 803 7000,,7,30-60 days,RATING: 4.8/5. REVIEWS: 5 reviews. PHONE: 011 803 7000. EMAIL: info@enzacon.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
BRC Electrical,Durban,https://www.brcelectrical.co.za,Construction,info@brcelectrical.co.za,031 944 0830,,9,30-60 days,RATING: 5.0/5. REVIEWS: 18 reviews. PHONE: 031 944 0830. EMAIL: info@brcelectrical.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Amandla Construction,Cape Town,https://www.amandlaconstruction.co.za,Construction,info@amandlaconstruction.co.za,021 981 7070,,9,30-60 days,RATING: 5.0/5. REVIEWS: 18 reviews. PHONE: 021 981 7070. EMAIL: info@amandlaconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Trivolt Solutions,Johannesburg,https://www.trivolt.co.za,Construction,info@trivolt.co.za,074 601 3090,,9,30-60 days,RATING: 5.0/5. REVIEWS: 10 reviews. PHONE: 074 601 3090. EMAIL: info@trivolt.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Pentacon Civils (PTY) Ltd,Centurion,https://www.pentacon.co.za,Construction,info@pentacon.co.za,012 660 0802,,9,30-60 days,RATING: 4.7/5. REVIEWS: 18 reviews. PHONE: 012 660 0802. EMAIL: info@pentacon.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Indlovu Construction,Ballito,https://www.indlovuconstruction.co.za,Construction,admin@indlovuconstruction.co.za,031 002 7111,,9,30-60 days,RATING: 4.7/5. REVIEWS: 15 reviews. PHONE: 031 002 7111. EMAIL: admin@indlovuconstruction.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Double D&G Building Contractors,Rustenburg,https://www.ddandg.co.za,Construction,info@ddandg.co.za,014 537 8932,,7,30-60 days,RATING: 4.7/5. REVIEWS: 5 reviews. PHONE: 014 537 8932. EMAIL: info@ddandg.co.za. SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
Hillary Construction,Polokwane,,Construction,,,,6,30-60 days,RATING: 4.7/5. REVIEWS:  reviews. EMAIL: . SOURCE: The Business List South Africa. INDUSTRY: Construction & related services. 
