Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
Rhenus Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@rhenuslogisticssa.co.za,014 717 9601,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Geodis Wilson (SA) (PTY) LTD,,,Warehousing & Storage,info@geodiswilsonsa.co.za,015 235 6853,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Hellmann Worldwide Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@hellmannworldwidelogisticssa.co.za,011 672 8696,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Agility Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@agilitylogisticssa.co.za,018 826 5430,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Aramex (SA) (PTY) LTD,,,Warehousing & Storage,info@aramexsa.co.za,018 627 7920,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
GFP Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@gfplogisticssa.co.za,021 765 9969,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Imperial Cold Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@imperialcoldlogisticssa.co.za,015 250 6833,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Value Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@valuelogisticssa.co.za,014 962 5417,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Barloworld Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@barloworldlogisticssa.co.za,031 990 7750,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
South African Airways (SAA) Cargo,,,Warehousing & Storage,info@southafr.co.za,011 123 4567,Contact Person,7,30-60 days,Warehousing/storage company serving various sectors.
Aviation Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@aviationlogisticssa.co.za,041 980 9249,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Freight Dynamics (SA) (PTY) LTD,,,Warehousing & Storage,info@freightdynamicssa.co.za,013 841 6999,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
One Logix (SA) (PTY) LTD,,,Warehousing & Storage,info@onelogixsa.co.za,011 615 2410,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Tiger Brands Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@tigerbrandslogisticssa.co.za,016 242 4119,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Shoprite Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@shopritelogisticssa.co.za,031 592 2569,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Pick n Pay Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@picknpaylogisticssa.co.za,014 804 2436,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Woolworths Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@woolworthslogisticssa.co.za,041 843 3910,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Massmart Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@massmartlogisticssa.co.za,016 323 8375,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Santam Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@santamlogisticssa.co.za,014 511 2585,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Discovery Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@discoverylogisticssa.co.za,016 402 6258,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
FirstRand Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@firstrandlogisticssa.co.za,012 935 1789,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Standard Bank Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@standardbanklogisticssa.co.za,021 498 5368,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Nedbank Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@nedbanklogisticssa.co.za,041 225 9107,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Absa Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@absalogisticssa.co.za,021 812 8278,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Investec Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@investeclogisticssa.co.za,012 464 1010,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Old Mutual Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@oldmutuallogisticssa.co.za,014 280 2677,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Sanlam Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@sanlamlogisticssa.co.za,031 753 2234,Operations Manager,9,30-60 days,Major warehousing/logistics operator. National coverage. High PPE requirement for warehouse and transport staff.
Allied Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@alliedlo.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
African Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@africanl.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Cargo Carriers (SA) (PTY) LTD,,,Warehousing & Storage,info@cargocar.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Nampak Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@nampaklo.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Mondi Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@mondilog.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Sappi Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@sappilog.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Sasol Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@sasollog.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
ArcelorMittal Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@arcelorm.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Exxaro Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@exxarolo.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Kumba Iron Ore Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@kumbairo.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Anglo American Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@angloame.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
Glencore Logistics (SA) (PTY) LTD,,,Warehousing & Storage,info@glencore.co.za,011 123 4567,Contact Person,6,30-60 days,Warehousing/storage company serving various sectors.
