Company Name,Location,Website,Industry Sub-Sector,Email,Phone,Decision Maker,Lead Score,Close Timeline,Notes
Nucor South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@nucorsouthafrica.co.za,041 780 1740,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Steel Dynamics South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@steeldynamicssouthafrica.co.za,013 685 1097,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
United States Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@unitedstatessteelsouthafrica.co.za,016 965 4575,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
ThyssenKrupp South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@thyssenkruppsouthafrica.co.za,012 749 9594,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
voestalpine South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@voestalpinesouthafrica.co.za,011 432 6139,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Outokumpu South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@outokumpusouthafrica.co.za,021 433 7577,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Boliden South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@bolidensouthafrica.co.za,016 888 4017,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Sandvik South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@sandviksouthafrica.co.za,016 732 5705,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
SKF South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@skfsouthafrica.co.za,018 366 2554,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Atlas Copco South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@atlascopcosouthafrica.co.za,041 288 5465,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Kawasaki South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@kawasakisouthafrica.co.za,018 268 8098,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Kobe Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@kobesteelsouthafrica.co.za,018 836 9434,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
JFE Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@jfesteelsouthafrica.co.za,016 815 5798,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Sumitomo Metal South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@sumitomometalsouthafrica.co.za,021 325 8101,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Mitsubishi Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@mitsubishisteelsouthafrica.co.za,013 843 6891,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Hitachi Metals South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@hitachimetalssouthafrica.co.za,041 699 1583,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Daido Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@daidosteelsouthafrica.co.za,014 830 2239,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Nachi-Fujikoshi South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@nachifujikoshisouthafrica.co.za,021 346 5147,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Asahi Metals South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@asahimetalssouthafrica.co.za,011 914 7017,Operations Manager,8,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Nisshin Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@nisshinsteelsouthafrica.co.za,021 240 3513,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Yodogawa Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@yodogawasteelsouthafrica.co.za,018 919 6243,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Tokushu Kinzoku South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@tokushukinzokusouthafrica.co.za,015 691 2190,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
"Kobe Steel, Ltd. South Africa (PTY) LTD",,,Steel & Metal Fabrication,info@kobesteelltdsouthafrica.co.za,015 261 1908,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Nippon Steel & Sumitomo Metal South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@nipponsteelsumitomometalsouthafrica.co.za,012 960 6817,Operations Manager,10,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
VESCOV South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@vescovsouthafrica.co.za,013 265 4274,Operations Manager,8,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Vickers South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@vickerssouthafrica.co.za,021 345 6786,Operations Manager,8,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
British Steel South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@britishsteelsouthafrica.co.za,016 870 5460,Operations Manager,8,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Thyssen South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@thyssensouthafrica.co.za,041 295 2355,Operations Manager,8,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
Krupp South Africa (PTY) LTD,,,Steel & Metal Fabrication,info@kruppsouthafrica.co.za,016 708 9973,Operations Manager,8,30-60 days,Major steel/metal operator. National coverage. High PPE requirement for plant and fabrication staff.
